id,carat,cut,color,clarity,depth,table,x,y,z,price
87041,0.3,Ideal,D,SI1,61.3,56.0,4.32,4.36,2.66,556
54025,1.51,Very Good,G,VS1,61.6,56.0,7.3,7.38,4.53,14957
163867,0.73,Ideal,D,SI1,61.6,56.0,5.8,5.83,3.58,3189
142336,0.53,Ideal,H,VS1,61.4,56.0,5.2,5.24,3.21,1595
175200,0.57,Ideal,E,SI1,61.9,56.0,5.33,5.35,3.3,1443
169851,2.24,Ideal,I,SI2,62.5,55.0,8.4,8.35,5.25,14348
173035,2.01,Very Good,I,SI2,62.9,60.0,7.94,8.07,5.02,10340
95929,0.7,Ideal,D,VS2,61.5,56.0,5.73,5.71,3.52,2897
172639,1.09,Very Good,H,VS1,62.0,58.0,6.57,6.62,4.09,6807
163468,1.32,Ideal,I,SI2,62.3,54.0,7.06,7.0,4.38,5094
157765,0.7,Ideal,I,VS2,61.7,56.0,5.73,5.77,3.54,2456
186537,0.71,Ideal,H,VS2,61.5,55.0,5.73,5.75,3.53,2594
51854,0.3,Premium,E,VS2,61.3,59.0,4.29,4.27,2.63,844
66437,0.3,Good,E,VVS2,63.4,57.0,4.23,4.26,2.7,789
64614,0.41,Ideal,E,VVS1,61.0,57.0,4.81,4.78,2.93,1365
57599,1.52,Very Good,F,VS2,63.1,55.0,7.33,7.3,4.62,13088
14113,1.11,Ideal,F,VVS2,60.9,55.0,6.7,6.75,4.1,9253
30426,0.7,Very Good,F,SI1,59.6,59.0,5.75,5.78,3.43,2248
152562,0.25,Ideal,G,VS2,62.5,54.0,4.1,4.13,2.56,490
169494,2.03,Premium,G,SI2,61.6,59.0,8.06,8.1,4.98,12737
99699,1.5,Very Good,E,SI2,64.0,56.0,7.2,7.24,4.62,10367
130321,1.0,Ideal,G,SI2,62.7,56.0,6.39,6.34,3.99,4129
180976,1.23,Premium,F,IF,60.7,58.0,6.92,6.97,4.21,16601
5045,1.06,Very Good,D,SI2,63.0,57.0,6.52,6.47,4.11,4510
96199,0.7,Ideal,F,SI1,60.6,55.0,5.7,5.73,3.46,2348
170367,0.5,Ideal,F,VS1,62.1,58.0,5.05,5.1,3.15,1853
105892,1.01,Very Good,F,SI1,63.3,58.0,6.41,6.38,4.04,5226
36853,0.73,Very Good,F,SI2,61.0,57.0,5.8,5.84,3.55,2396
134529,1.53,Ideal,G,VS1,61.5,57.0,7.38,7.43,4.54,14424
162808,0.72,Ideal,D,SI1,62.2,55.0,5.77,5.73,3.57,2733
151034,0.7,Ideal,E,VS2,62.8,56.0,5.66,5.62,3.55,2923
10446,0.35,Ideal,F,SI1,62.4,53.3,4.48,4.51,2.81,592
81454,0.72,Good,I,VS1,61.3,61.0,5.7,5.78,3.52,2405
164308,1.11,Premium,I,SI1,62.8,59.0,6.64,6.6,4.14,4674
156762,0.31,Very Good,E,SI1,60.6,56.0,4.4,4.43,2.67,579
154701,1.29,Premium,H,VS2,62.1,58.0,7.01,6.97,4.33,6951
57390,0.31,Fair,I,SI1,65.3,59.0,4.26,4.23,2.78,371
51469,1.55,Very Good,F,SI1,59.7,60.0,7.56,7.62,4.52,12048
167836,0.3,Ideal,E,SI1,61.1,56.0,4.33,4.36,2.65,475
35196,1.5,Premium,F,SI1,62.8,58.0,7.29,7.25,4.57,12152
172931,0.32,Ideal,G,VS1,61.8,55.0,4.37,4.41,2.71,645
125362,0.31,Premium,D,SI2,62.7,59.0,4.32,4.34,2.72,489
1890,0.29,Very Good,F,VVS2,61.9,57.0,4.24,4.26,2.64,620
188186,0.5,Very Good,D,SI1,60.6,57.0,5.12,5.15,3.11,1415
58332,0.31,Ideal,G,VVS1,62.4,56.0,4.31,4.34,2.7,816
1455,0.41,Ideal,G,VS2,62.4,57.0,4.76,4.72,2.95,1061
52009,0.38,Ideal,I,VS1,61.9,56.0,4.66,4.69,2.89,717
172882,0.53,Ideal,D,VS2,61.8,55.0,5.19,5.2,3.21,1787
18761,0.76,Ideal,E,SI1,62.3,56.0,5.85,5.87,3.65,3218
23854,2.01,Very Good,E,SI2,62.8,59.0,8.02,8.08,5.05,15398
39837,0.23,Ideal,E,VVS2,62.8,53.0,3.94,3.97,2.48,597
117685,0.4,Very Good,D,VS2,62.4,59.0,4.72,4.74,2.95,982
77484,0.32,Ideal,E,VVS1,61.5,57.0,4.42,4.36,2.7,1020
88013,1.21,Premium,G,SI2,61.9,58.0,6.78,6.76,4.2,4975
191681,0.9,Very Good,H,SI2,63.4,57.0,6.07,6.11,3.86,3238
28878,1.01,Premium,F,VS2,61.8,58.0,6.39,6.37,3.94,6593
184805,0.92,Ideal,D,SI2,62.2,56.0,6.18,6.29,3.88,4065
37893,0.77,Ideal,J,VS1,61.9,54.0,5.88,5.91,3.64,2390
89942,0.41,Ideal,G,VS2,62.6,57.0,4.76,4.73,2.97,1061
148954,0.7,Very Good,D,SI1,60.8,58.0,5.76,5.8,3.51,2562
165445,1.52,Ideal,E,VS2,61.5,55.0,7.48,7.43,4.58,14354
119687,1.06,Ideal,H,SI2,60.5,57.0,6.66,6.59,4.01,5090
119823,2.24,Ideal,J,VS2,60.7,57.0,8.47,8.41,5.15,17153
169314,0.54,Ideal,D,SI1,60.7,56.0,5.26,5.3,3.2,1786
56993,1.5,Fair,H,SI2,65.5,60.0,7.1,7.06,4.62,6071
59973,0.53,Ideal,D,VS2,62.2,57.0,5.21,5.17,3.23,1956
189328,0.56,Ideal,E,VS2,61.8,55.0,5.28,5.31,3.27,1676
163280,0.7,Very Good,D,SI1,61.4,58.0,5.67,5.73,3.5,2288
183534,0.37,Ideal,D,VS2,61.5,56.0,4.62,4.64,2.85,914
17459,0.74,Ideal,D,VS1,61.0,56.0,5.9,5.87,3.58,3570
129600,1.01,Ideal,G,VS2,62.8,57.0,6.42,6.35,4.01,5599
149509,1.71,Very Good,I,SI1,61.3,59.0,7.67,7.72,4.71,12048
98295,0.72,Ideal,F,VS2,61.9,54.0,5.75,5.8,3.57,2907
118180,0.58,Very Good,I,SI1,62.0,56.0,5.33,5.38,3.32,1157
131806,1.01,Premium,G,VS2,62.1,58.0,6.42,6.39,3.98,6027
2435,0.71,Ideal,H,VS2,61.3,57.0,5.73,5.75,3.52,2075
24019,0.76,Very Good,G,SI1,59.8,59.0,5.88,5.94,3.54,3002
37094,1.01,Very Good,H,SI1,62.6,56.0,6.4,6.46,4.02,5103
75347,0.31,Good,G,VS1,63.4,55.0,4.33,4.36,2.76,625
165128,1.02,Very Good,J,VS1,59.5,62.0,6.48,6.54,3.86,4226
61723,0.3,Premium,G,VS1,61.7,60.0,4.3,4.32,2.66,624
28465,0.5,Premium,E,VS2,62.9,59.0,5.04,5.01,3.17,1624
111270,0.33,Ideal,G,VVS2,61.6,55.0,4.46,4.4,2.73,965
161154,0.71,Good,E,SI1,64.1,59.0,5.67,5.6,3.6,2569
59111,0.72,Ideal,H,VS1,61.6,55.0,5.79,5.76,3.56,2671
140087,1.22,Ideal,G,VS1,61.9,57.0,6.89,6.86,4.25,10053
25300,1.0,Good,D,SI2,63.8,59.0,6.32,6.34,4.05,4692
8801,0.63,Ideal,F,SI2,61.9,54.0,5.52,5.5,3.4,1332
104617,0.71,Premium,G,SI1,62.1,57.0,5.75,5.72,3.56,2317
41176,0.23,Very Good,E,VS1,61.1,62.0,3.93,3.97,2.42,378
138080,0.7,Very Good,E,VS2,61.6,58.0,5.66,5.74,3.51,2593
80279,1.5,Premium,D,SI2,59.1,58.0,7.46,7.42,4.36,9925
131497,1.05,Ideal,H,VS2,62.1,56.0,6.47,6.52,4.01,5950
186243,1.7,Ideal,G,VS2,61.8,54.0,7.67,7.64,4.73,13833
38289,1.04,Ideal,G,SI1,62.2,56.0,6.45,6.49,4.03,5821
129666,1.51,Good,J,VVS1,63.9,56.0,7.26,7.32,4.65,11873
85638,0.33,Ideal,G,VS1,61.9,57.0,4.46,4.42,2.75,666
123499,0.7,Premium,H,VS2,62.7,57.0,5.63,5.67,3.53,2041
29927,0.45,Very Good,D,SI1,63.4,60.0,4.83,4.8,3.04,1066
99692,1.91,Very Good,G,VVS2,63.5,56.0,7.93,7.86,4.99,12321
20649,0.9,Premium,F,SI2,61.3,62.0,6.1,6.13,3.72,2968
31572,0.31,Ideal,F,SI1,61.9,55.0,4.37,4.41,2.72,660
111517,1.25,Ideal,H,VS1,60.9,57.0,6.98,6.94,4.23,7226
63215,0.43,Premium,D,SI1,61.8,57.0,4.87,4.82,2.99,993
104664,1.2,Ideal,G,SI2,60.7,56.0,6.9,6.87,4.18,5361
56291,1.01,Premium,G,SI2,62.5,58.0,6.37,6.34,3.97,5073
42030,0.3,Very Good,G,VVS2,62.6,58.0,4.29,4.32,2.69,684
112853,1.51,Premium,J,VS2,59.8,60.0,7.48,7.45,4.47,8096
7358,0.9,Very Good,F,SI1,62.6,56.0,6.1,6.13,3.83,4293
159532,0.41,Premium,F,VS2,60.0,60.0,4.82,4.79,2.88,1061
176219,0.3,Ideal,F,VVS1,61.4,58.0,4.29,4.31,2.64,814
108909,1.51,Ideal,E,SI1,62.0,56.0,7.33,7.3,4.53,12655
135533,1.01,Premium,F,SI2,61.3,59.0,6.5,6.43,3.96,4469
64597,1.0,Fair,F,VS2,65.5,61.0,6.16,6.11,4.02,4630
18050,0.33,Ideal,G,VS2,61.1,57.0,4.44,4.51,2.74,663
29587,0.53,Ideal,E,SI2,61.4,55.0,5.23,5.27,3.22,1232
34520,0.7,Premium,J,SI1,59.3,58.0,5.87,5.83,3.46,1749
104762,1.01,Good,F,SI1,63.8,59.0,6.29,6.33,4.02,4899
11028,0.51,Ideal,D,VS2,61.7,57.0,5.09,5.13,3.15,1696
140121,0.73,Premium,J,VS2,60.2,58.0,5.9,5.85,3.56,2202
123303,0.66,Ideal,H,VS1,61.5,57.0,5.57,5.64,3.45,2131
79967,1.34,Ideal,H,VS1,62.0,55.0,7.12,7.08,4.39,9788
95142,2.51,Ideal,I,SI2,63.0,56.0,8.77,8.65,5.43,13701
123397,0.44,Ideal,I,IF,61.3,57.0,4.9,4.87,3.0,984
107036,1.22,Premium,J,SI1,61.8,56.0,6.83,6.89,4.24,5335
11670,0.78,Premium,F,SI1,60.7,62.0,5.87,5.88,3.58,2771
161032,0.36,Ideal,D,SI1,62.0,54.0,4.58,4.61,2.84,732
100210,1.44,Premium,I,VS1,62.4,60.0,7.17,7.22,4.49,8719
64181,0.32,Ideal,G,IF,61.7,56.0,4.39,4.42,2.72,863
108754,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.68,872
153495,0.52,Ideal,E,VS2,61.5,55.0,5.19,5.22,3.2,1621
98290,1.0,Premium,E,SI1,59.4,59.0,6.48,6.45,3.85,5051
182835,2.02,Premium,G,SI2,58.1,58.0,8.49,8.37,4.92,12499
144925,1.5,Premium,H,SI2,61.5,59.0,7.34,7.3,4.5,7231
175917,0.35,Ideal,G,VS2,61.2,56.0,4.56,4.58,2.8,587
68493,1.51,Premium,F,VS1,60.8,58.0,7.36,7.35,4.46,14542
146262,1.7,Ideal,H,VS2,59.5,57.0,7.76,7.7,4.6,12771
154947,0.91,Ideal,E,SI2,62.6,56.0,6.2,6.17,3.87,3876
132322,0.33,Ideal,I,VVS2,61.0,57.0,4.46,4.42,2.71,743
97506,0.32,Ideal,I,SI1,62.7,55.0,4.4,4.44,2.77,449
44778,0.57,Ideal,D,SI1,61.1,56.0,5.35,5.37,3.26,1759
145151,2.05,Premium,H,VS1,61.9,58.0,8.22,8.18,5.07,14447
102284,0.31,Good,G,VS1,63.5,57.0,4.27,4.3,2.72,496
134850,1.26,Very Good,G,IF,61.5,61.0,6.95,6.97,4.29,11435
17393,0.4,Ideal,F,SI1,61.1,55.0,4.8,4.78,2.93,692
57793,2.02,Premium,I,SI2,61.8,57.0,8.09,8.14,5.02,15673
37246,0.46,Ideal,E,VS1,61.8,57.0,4.9,4.93,3.05,1359
44072,1.25,Premium,H,VS2,61.0,60.0,6.93,6.95,4.24,7923
34825,0.54,Ideal,G,SI1,62.0,55.0,5.21,5.24,3.24,1359
189637,0.39,Ideal,D,VVS2,61.1,57.0,4.71,4.74,2.89,1232
15084,0.3,Ideal,E,SI1,62.5,58.0,4.28,4.29,2.68,499
105762,1.1,Premium,G,SI2,60.0,58.0,6.75,6.7,4.06,4580
158189,1.0,Good,G,VS2,63.4,57.0,6.33,6.35,4.02,5624
157630,0.33,Ideal,E,VVS2,62.7,56.0,4.41,4.39,2.76,1052
176999,0.84,Good,I,SI1,60.8,64.0,6.09,6.12,3.7,2964
1194,0.35,Ideal,E,VVS1,62.1,55.0,4.52,4.55,2.81,1000
74101,0.24,Good,F,VS2,62.4,58.0,3.94,3.97,2.48,434
189362,1.51,Premium,G,VS1,62.4,59.0,7.26,7.31,4.55,13823
104661,0.33,Premium,H,VS1,61.7,60.0,4.48,4.44,2.75,743
138210,1.12,Premium,F,SI2,62.6,59.0,6.6,6.64,4.15,4858
100754,1.16,Premium,I,SI1,61.8,58.0,6.76,6.78,4.18,4712
182499,0.7,Ideal,D,SI2,62.0,56.0,5.73,5.75,3.56,2423
5550,0.53,Ideal,E,VS2,62.0,54.0,5.22,5.28,3.25,1621
66683,0.53,Ideal,I,SI1,61.7,57.0,5.19,5.23,3.21,1073
163230,1.03,Very Good,F,SI2,62.8,59.0,6.39,6.43,4.02,4476
56316,0.9,Very Good,J,VS2,61.7,56.0,6.2,6.24,3.83,3114
89220,0.3,Ideal,I,SI2,61.2,58.0,4.29,4.32,2.63,360
85557,0.32,Ideal,F,SI1,60.2,56.0,4.43,4.46,2.67,641
167767,1.24,Ideal,I,SI1,62.0,56.0,6.9,6.85,4.27,5234
88523,0.71,Ideal,H,VS1,61.7,58.0,5.71,5.74,3.53,2175
100284,0.32,Very Good,G,VS2,62.9,57.0,4.35,4.31,2.72,561
182095,1.01,Ideal,G,VVS2,61.7,55.0,6.5,6.47,3.99,8941
166041,1.49,Premium,D,SI1,59.0,58.0,7.45,7.49,4.4,10826
81519,0.41,Ideal,G,VVS1,61.1,56.0,4.78,4.79,2.93,1235
186600,1.01,Ideal,F,SI2,61.1,56.0,6.44,6.51,3.95,4049
19270,1.01,Very Good,E,SI1,63.1,58.0,6.31,6.37,4.01,5291
70818,0.5,Premium,F,SI1,61.0,58.0,5.23,5.16,3.17,1262
99565,2.01,Premium,I,VS2,62.0,59.0,8.06,7.99,4.97,14931
151986,0.9,Premium,D,SI2,60.5,59.0,6.29,6.28,3.78,3749
113638,1.01,Premium,E,VS1,61.3,60.0,6.47,6.43,3.95,7602
112917,0.56,Ideal,E,SI2,61.5,55.0,5.32,5.34,3.28,1250
60849,2.03,Ideal,H,SI2,60.5,60.0,8.17,8.23,4.94,15965
44007,0.3,Ideal,G,SI1,61.4,55.0,4.32,4.35,2.66,445
85919,0.9,Good,H,SI1,63.8,59.0,6.11,6.08,3.89,3690
94782,0.51,Ideal,H,VVS1,61.8,57.0,5.18,5.14,3.19,1781
164748,0.32,Ideal,D,VS2,61.9,56.0,4.38,4.4,2.72,758
40896,1.0,Premium,G,VS2,62.7,58.0,6.32,6.35,3.98,5294
6170,1.27,Ideal,F,VS1,61.6,57.0,6.96,7.01,4.3,11520
53192,1.2,Premium,J,VS1,60.2,55.0,6.92,6.87,4.15,5233
73904,0.41,Ideal,G,VS2,62.3,55.0,4.8,4.77,2.98,961
169498,0.3,Ideal,D,SI1,61.7,56.0,4.29,4.33,2.66,552
36528,0.71,Ideal,H,SI2,61.7,56.0,5.74,5.78,3.55,2176
94045,0.37,Ideal,D,VVS2,61.6,55.0,4.62,4.66,2.86,1011
142625,0.42,Ideal,G,VVS2,60.8,56.0,4.8,4.85,2.93,1078
124953,1.06,Premium,E,SI2,60.9,56.0,6.61,6.57,4.01,5211
6043,1.0,Premium,F,VS2,62.6,58.0,6.33,6.35,3.97,5701
136786,0.51,Very Good,H,VS1,61.9,56.0,5.15,5.19,3.2,1628
115048,0.23,Very Good,F,VVS1,62.8,58.0,3.9,3.92,2.45,530
93653,0.34,Ideal,G,VVS1,61.3,56.0,4.5,4.54,2.78,826
86919,1.01,Ideal,G,SI1,61.8,57.0,6.43,6.4,3.96,5301
182341,0.4,Ideal,F,VS1,61.4,56.0,4.71,4.74,2.9,912
90771,0.3,Ideal,D,VS2,61.5,56.0,4.33,4.36,2.67,758
48948,0.3,Ideal,G,VVS1,62.1,57.0,4.27,4.29,2.66,816
117466,1.06,Very Good,G,VS1,63.0,56.0,6.5,6.52,4.09,6492
185189,1.11,Premium,G,VS2,62.6,58.0,6.7,6.59,4.14,6814
106561,0.32,Ideal,E,VVS2,62.1,55.0,4.38,4.38,2.72,779
24192,0.9,Ideal,F,SI2,61.7,56.0,6.24,6.21,3.84,3528
259,0.51,Ideal,D,VS2,61.8,56.0,5.12,5.14,3.17,1956
23221,1.51,Ideal,J,VS1,62.3,57.0,7.27,7.33,4.54,8654
119705,0.97,Ideal,J,VS2,61.0,56.0,6.4,6.45,3.93,3616
29930,1.02,Ideal,F,SI1,62.7,57.0,6.41,6.37,4.01,4959
84445,0.71,Very Good,E,SI2,64.0,57.0,5.7,5.62,3.64,2133
117208,1.2,Very Good,H,VS1,62.9,55.0,6.79,6.82,4.28,7409
31430,1.03,Premium,H,SI1,62.3,60.0,6.47,6.44,4.02,5082
114402,0.3,Very Good,F,VS2,63.3,57.0,4.28,4.25,2.69,605
192504,0.72,Ideal,H,VS1,61.0,57.0,5.75,5.8,3.53,2760
137914,0.54,Ideal,G,VVS2,62.3,55.0,5.17,5.21,3.23,2034
113747,0.42,Very Good,E,SI1,62.9,58.0,4.82,4.78,3.02,722
152188,0.5,Very Good,D,SI2,63.3,56.0,5.02,5.05,3.18,1232
20300,0.36,Ideal,H,SI2,61.8,55.0,4.59,4.61,2.84,513
47733,0.31,Ideal,E,VVS1,61.7,57.0,4.35,4.38,2.7,866
104665,0.3,Premium,G,VS1,60.5,60.0,4.34,4.39,2.64,624
161442,1.0,Very Good,H,SI1,62.9,57.0,6.35,6.42,4.01,4574
62126,0.83,Ideal,F,SI1,61.7,56.0,6.01,6.06,3.72,4009
74950,2.01,Ideal,G,SI2,62.8,54.0,8.03,8.08,5.05,18028
28586,0.92,Very Good,D,SI1,62.3,58.0,6.19,6.16,3.85,4196
14627,0.35,Ideal,E,VVS2,62.0,53.0,4.58,4.61,2.85,943
3871,0.31,Ideal,E,SI2,61.0,55.0,4.38,4.37,2.67,558
193443,0.55,Ideal,E,SI2,62.2,56.0,5.26,5.23,3.26,1214
100155,1.03,Premium,H,VS2,61.9,58.0,6.47,6.39,3.98,6708
22781,2.01,Ideal,G,SI2,60.9,57.0,8.14,8.08,4.94,15983
190208,0.3,Ideal,G,VVS2,61.7,57.0,4.32,4.28,2.66,678
140258,0.3,Premium,H,VS2,62.2,59.0,4.34,4.32,2.69,580
146817,1.26,Ideal,F,VS2,61.2,56.0,7.01,6.96,4.28,10241
75021,1.53,Very Good,I,VS2,59.5,59.0,7.53,7.49,4.47,10302
108656,0.34,Ideal,D,VS2,62.4,55.0,4.48,4.5,2.8,805
11573,0.32,Ideal,E,VVS1,62.0,54.0,4.42,4.4,2.73,815
13119,0.54,Ideal,E,VS2,62.7,57.0,5.15,5.11,3.22,1637
99070,1.03,Premium,G,VS2,61.7,59.0,6.45,6.48,3.99,6397
79331,1.5,Premium,E,VS1,59.7,61.0,7.45,7.32,4.41,15528
133484,0.43,Very Good,E,VS1,59.0,58.0,4.88,4.93,2.9,931
175664,0.32,Ideal,G,VS2,62.7,56.0,4.44,4.39,2.76,720
132210,0.26,Very Good,G,VVS1,62.4,56.0,4.08,4.11,2.56,565
20005,1.2,Very Good,I,SI2,62.9,59.0,6.71,6.75,4.22,4598
1823,0.35,Ideal,J,VS1,62.3,56.0,4.56,4.54,2.83,569
90222,0.9,Fair,F,VS2,58.3,68.0,6.33,6.25,3.67,3297
141189,0.53,Premium,E,SI1,61.6,60.0,5.21,5.22,3.2,1431
27141,0.7,Very Good,F,SI1,63.7,55.0,5.58,5.62,3.56,2074
67541,2.06,Premium,E,SI2,61.1,58.0,8.3,8.23,5.04,17379
139813,2.21,Premium,I,VS2,60.5,60.0,8.42,8.47,5.1,15792
138825,0.51,Ideal,G,VS1,61.7,55.0,5.13,5.17,3.18,1781
88538,0.31,Premium,E,VS1,61.8,59.0,4.32,4.34,2.68,811
170260,2.02,Ideal,J,SI2,62.9,56.0,8.01,8.08,5.05,10914
28656,0.3,Very Good,I,SI1,60.6,63.0,4.29,4.34,2.61,506
39983,0.55,Ideal,G,SI1,61.9,56.0,5.24,5.28,3.26,1326
5514,0.51,Very Good,J,VS2,63.3,59.0,5.02,5.07,3.2,1023
61037,1.02,Premium,D,SI1,62.9,59.0,6.44,6.38,4.03,6296
6621,0.53,Ideal,D,SI1,61.2,55.0,5.26,5.3,3.22,1694
46784,1.2,Good,G,VVS2,63.3,60.0,6.72,6.68,4.25,8442
192780,0.7,Premium,G,SI1,62.8,58.0,5.67,5.62,3.55,2274
153761,0.34,Ideal,I,IF,61.1,56.0,4.53,4.56,2.77,735
162155,0.9,Premium,D,SI1,62.0,60.0,6.08,6.05,3.76,4682
173436,0.72,Very Good,I,VS1,63.7,56.0,5.66,5.7,3.61,2331
100026,0.41,Premium,D,VS2,61.8,58.0,4.76,4.79,2.94,964
163491,0.31,Good,J,SI2,63.2,58.0,4.34,4.35,2.75,335
98694,0.33,Premium,E,VVS1,61.0,59.0,4.44,4.48,2.72,954
70110,1.01,Very Good,E,SI2,63.5,56.0,6.27,6.35,4.01,4412
150756,0.32,Ideal,G,IF,62.2,56.0,4.36,4.41,2.73,829
154920,1.01,Fair,I,SI2,64.9,58.0,6.33,6.18,4.05,3823
44664,0.7,Very Good,I,VS2,63.3,56.0,5.64,5.6,3.56,2351
168263,1.21,Premium,D,SI2,60.9,58.0,6.89,6.84,4.18,6031
122625,1.01,Premium,H,SI1,61.6,59.0,6.45,6.4,3.96,4838
1698,0.55,Ideal,G,VS1,60.8,57.0,5.31,5.35,3.24,1873
79935,0.73,Ideal,F,VS1,61.6,57.0,5.76,5.83,3.57,3229
124429,0.5,Ideal,H,VS1,61.1,56.0,5.12,5.14,3.13,1370
115333,0.31,Very Good,G,VVS1,63.1,56.0,4.33,4.36,2.74,840
29396,0.32,Ideal,E,SI1,61.9,56.0,4.37,4.4,2.72,524
64624,0.4,Premium,D,SI2,60.9,59.0,4.76,4.79,2.92,842
171061,0.4,Very Good,E,VS1,61.8,61.0,4.71,4.74,2.92,954
166013,0.9,Very Good,D,SI2,60.5,57.0,6.25,6.29,3.79,4123
21460,0.51,Ideal,H,VVS1,62.3,57.0,5.11,5.14,3.19,1795
166326,0.24,Ideal,G,VVS1,61.5,59.0,4.0,4.04,2.48,552
51807,1.16,Ideal,F,IF,62.0,57.0,6.76,6.73,4.18,11233
118489,0.31,Premium,E,VS2,60.6,58.0,4.43,4.45,2.69,680
62098,1.51,Very Good,J,VS2,63.1,60.0,7.26,7.23,4.56,7519
38227,1.21,Ideal,D,SI1,61.9,57.0,6.8,6.83,4.22,7903
100198,1.15,Ideal,I,SI1,61.9,56.0,6.73,6.7,4.17,5107
6415,2.04,Very Good,G,SI1,62.2,59.0,8.08,8.2,5.06,17608
182064,1.53,Very Good,I,VS2,60.9,59.0,7.41,7.45,4.53,9358
156142,1.13,Ideal,G,SI1,61.4,56.0,6.66,6.69,4.09,5631
164335,0.41,Ideal,F,VVS1,61.7,55.0,4.78,4.81,2.96,1224
27932,0.55,Ideal,G,VVS2,62.3,56.0,5.25,5.22,3.27,2129
129918,1.4,Ideal,J,VS1,61.2,58.0,7.17,7.26,4.41,7258
42786,0.71,Ideal,J,VS1,61.1,57.0,5.76,5.78,3.53,2333
56909,1.03,Premium,D,SI2,60.8,58.0,6.49,6.52,3.95,3977
147538,0.3,Very Good,D,SI1,62.9,59.0,4.26,4.3,2.69,492
143798,1.0,Premium,F,SI1,59.8,60.0,6.46,6.42,3.86,4234
102646,1.29,Ideal,I,VS1,61.6,56.0,7.05,6.99,4.32,6794
88953,0.31,Very Good,F,VS2,63.5,57.0,4.35,4.38,2.77,625
38011,0.43,Ideal,D,VS1,62.3,55.0,4.87,4.84,3.03,1151
77083,0.71,Very Good,J,SI1,61.6,57.0,5.71,5.78,3.54,2155
124426,2.0,Very Good,E,SI1,63.3,56.0,8.01,7.99,5.06,16823
148627,1.51,Ideal,F,VS2,62.9,55.0,7.23,7.27,4.57,12530
127267,0.3,Ideal,D,VS2,62.9,55.0,4.27,4.3,2.71,616
127635,0.34,Ideal,F,VVS1,62.1,56.0,4.5,4.52,2.8,886
5036,0.78,Ideal,H,SI2,62.4,56.0,5.86,5.9,3.66,1775
19163,0.31,Premium,D,SI2,62.0,60.0,4.46,4.35,2.73,593
188479,0.34,Very Good,D,VS2,61.5,59.0,4.47,4.52,2.76,805
105593,0.9,Premium,D,SI2,61.8,59.0,6.19,6.14,3.81,3570
49625,1.06,Ideal,G,VS1,61.6,56.0,6.53,6.56,4.03,7367
45694,1.11,Ideal,G,SI1,62.1,57.0,6.65,6.61,4.12,5546
52959,1.32,Ideal,J,VS2,62.4,57.0,7.02,6.98,4.36,5618
65976,0.32,Ideal,F,VVS2,60.5,56.0,4.45,4.48,2.71,739
149026,1.18,Premium,D,SI2,62.6,59.0,6.7,6.65,4.17,5345
9401,0.3,Ideal,F,IF,61.3,56.0,4.3,4.32,2.64,892
31608,1.11,Ideal,I,SI1,61.4,57.0,6.66,6.7,4.1,4890
30888,0.41,Ideal,I,SI1,62.0,57.0,4.75,4.76,2.95,727
118288,0.26,Ideal,F,VS1,61.9,55.0,4.07,4.11,2.53,518
74010,0.34,Ideal,H,VS1,62.1,56.0,4.48,4.51,2.79,596
36548,1.0,Very Good,F,VS2,63.2,56.0,6.34,6.31,4.0,6525
183356,1.06,Premium,G,VS2,61.8,59.0,6.55,6.51,4.04,6335
31081,1.22,Very Good,I,SI1,60.7,57.0,6.94,6.91,4.2,5855
151867,1.03,Premium,D,SI2,62.6,58.0,6.46,6.4,4.03,4657
159351,0.51,Premium,G,VS1,61.8,58.0,5.17,5.13,3.18,1684
86609,1.08,Ideal,G,VS2,62.1,57.0,6.58,6.54,4.08,5670
79284,0.38,Fair,D,IF,61.2,57.0,4.68,4.73,2.88,1440
149127,1.2,Very Good,I,VS1,63.6,57.0,6.69,6.71,4.25,6416
59325,0.35,Ideal,G,IF,61.7,57.0,4.53,4.57,2.81,1116
166095,0.31,Ideal,D,VS2,62.4,56.0,4.39,4.35,2.73,942
24759,1.53,Premium,E,SI1,62.9,58.0,7.33,7.31,4.61,13355
140470,0.35,Premium,J,VS1,62.1,59.0,4.49,4.52,2.79,468
31983,0.87,Premium,H,I1,59.4,59.0,6.1,6.05,3.64,1844
148071,1.01,Premium,D,VS2,62.4,61.0,6.47,6.37,4.0,6935
131613,1.56,Ideal,I,VS1,62.6,54.0,7.41,7.35,4.63,11033
78133,1.02,Good,G,SI2,63.1,60.0,6.38,6.34,4.01,4371
94588,0.41,Ideal,D,VS2,62.3,55.0,4.79,4.75,2.98,1153
158204,0.32,Ideal,H,SI2,61.6,56.0,4.39,4.42,2.72,427
155109,1.51,Premium,G,VS2,62.6,58.0,7.33,7.32,4.58,12937
182286,0.58,Ideal,F,SI1,61.3,55.0,5.39,5.42,3.31,1401
13055,1.01,Premium,F,SI1,62.3,60.0,6.32,6.28,3.93,5090
913,0.41,Ideal,D,VS1,62.1,56.0,4.77,4.72,2.95,1140
129575,0.32,Ideal,G,IF,62.0,53.0,4.38,4.4,2.72,918
103823,0.32,Ideal,H,VS2,61.7,54.8,4.43,4.41,2.72,567
2622,0.31,Ideal,G,SI1,62.0,54.0,4.34,4.38,2.7,493
20207,2.01,Premium,I,VS2,61.4,58.0,8.08,8.06,4.97,17403
